textid	text	label	source	error_type	specific_error	num_errors
1532	I can't wait for the concert! It's going to be amazing! Just thinking about seeing old friends makes me grin from ear to ear! I can't wait for the weekend! It's going to be amazing!	excitement	synthetic_variant	NA	NA	0
1533	Today my colleague told me unclear instructions and I'm completely lost. Something strange happened with my relationships and I'm not suree what to think. The meeting got cancelled left me wondering what's really gooing oon.	confusion	synthetic_variant	Word	Repeating Letter	3
1534	I spent time with my family and it made my whole day better. Today was wonderful because I hit my goal. I feel so happy! Today was wonderful because My presentation went well. I feel so happy!	joy	synthetic_variant	NA	NA	0
1535	Unexpected hlp happened and I couldn't stop smiling. Good weather happened and I couldn't stop smiling.	joy	synthetic_variant	Word	Missing Letter	2
1536	Today my neighbor told me something contradictory	confusion	synthetic_variant	Sentence	Missing Complete Thought	0
1537	When the thought of confrontation keeps me	fear	synthetic_variant	Sentence	Missing Complete Thought	0
1538	I can't shake this sadness from what happened. I feeel really down because bad news happened.	sadness	synthetic_variant	Word	Repeating Letter	2
1539	I can't wait for the weekend! It's going to be amazing! I can't wait for the party! It's going to be amazing! Today I found out that I won tickets and I'm thrilled!	excitement	synthetic_variant	NA	NA	0
1540	I never expected I received a gift to happen! What a shock!	surprise	synthetic_variant	NA	NA	0
1541	I can't stop thinking about how I misunderstood the situation. So embarrassing. The meeting got cancelled and now I'm too mortified to show my face. I accidentally spilled coffee in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	NA	NA	0
1542	I'm so proud that I accomplished my proposal today! Today I proved to myself that I can achieve my goal. I feel accomplished after completing finish my	pride	synthetic_variant	Sentence	Missing Object	0
1543	I hafe the presentation coming up abd I'm really anxious about it.	nervousness	synthetic_variant	Word	Adjacent Key	3
1544	Failing others has me feeling really	sadness	synthetic_variant	Sentence	Missing Object	0
1545	The thought of the unknown keeps me up at night.	fear	synthetic_variant	NA	NA	0
1546	Today was hard. Plans changed and I can't stop feeling blue. I feel really down because a setback. Today was hard. Something didn't work out and I can't stop feeling blue.	sadness	synthetic_variant	NA	NA	0
1547	J'm still grossed out by ghe smell from earlier. The way my neighbor behaved was disgusting. I can't even think about if.	disgust	synthetic_variant	Word	Adjacent Key	3
1548	I encountered moldy leftovers and it made me feel sick to my stomach. The bad news was so upsetting I wanted to leave immediately. The way that person behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	NA	NA	0
1549	The thhought of thhe unknown keeps me up at night.	fear	synthetic_variant	Word	Repeating Letter	2
1550	I can't stop thinkng about how I rambled nervously. So embarrassing. I wish I could take back what I said from today. Today I made such a fool of myself when I forgot important details.	embarrassment	synthetic_variant	Word	Missing Letter	2
1551	I can't believe my boss did that to me. It's completely unfair	anger	synthetic_variant	Sentence	Missing Object	0
1552	Because tomorrow i need to lead	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
1553	I can't believe my neighbor did that to me. It's completely unfair and I'm furious. My colleague keeps doing being late and it's driving me crazy.	anger	synthetic_variant	NA	NA	0
1554	I never expected plans changed to happen! What a shock! I was completely caught off guard when someone remembered my birthday. I couldn't believe it when I received an award!	surprise	synthetic_variant	NA	NA	0
1555	The gala is making me feel uneasy and restless. Tomorrow I need to give a speech and I'm so nervous. I can't stop worrying about letting people down. My stomach is in knots.	nervousness	synthetic_variant	NA	NA	0
1556	Something strange happened with my schedule and I'm not sure what to think. The meeting got cancelled left me wondering what's really	confusion	synthetic_variant	Sentence	Missing Complete Thought	0
1557	My presentation went well happened and I'm so pumled about it! Today I found out that my project was approved and I'm thrilled!	excitement	synthetic_variant	Word	Adjacent Key	1
1558	I feel blessed that this opportunity came into my life. feel blessed that good health came into my life.	joy	synthetic_variant	Sentence	Missing Subject	0
1559	Out of onwhere, an unexpected visitor occurred and I aws stunned!	surprise	synthetic_variant	Word	Scrambled Letter	3
1560	I'm heartbroken about the response. I feel really down because a setback.	sadness	synthetic_variant	NA	NA	0
1561	I went through my usual routine of work and exercise.	neutral	synthetic_variant	NA	NA	0
1562	Nothing special happened today. Just the usual stuff.	neutral	synthetic_variant	NA	NA	0
1563	I wish I could take back what I said from today.	embarrassment	synthetic_variant	NA	NA	0
1564	I went through my usual routine of work and exercise. I spent most of the day working on tasks. I wnet through my usual routine of reading and relaxing.	neutral	synthetic_variant	Word	Scrambled Letter	2
1565	Today the cashier told me unclear instructions and I'm completely lost. I tried to figure out this complex issue but I just can't wrap my head around it. I tried to figure out what went wrong but I just can't wrap my head around it.	confusion	synthetic_variant	NA	NA	0
1566	I can't believe my colleague did that to me. It's completely unfair and I can't believe that person did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	Sentence	Missing Object	0
1567	My day connsisted mainlyy of my to-do lisst.	neutral	synthetic_variant	Word	Repeating Letter	3
1568	was terrible because my plans fell through. I'm so angry I could scream.	anger	synthetic_variant	Sentence	Missing Subject	0
1569	Today I ran errands. It was a pretty	neutral	synthetic_variant	Sentence	Missing Object	0
1570	I can't stop worrying about letting people down. My stomach is in knots. I'm stressed out about the project and can't seem to calm down. I'm stressed out about the project and can't seem to calm down.	nervousness	synthetic_variant	NA	NA	0
1571	My presentation went well happneed and I'm so pumped about it! Today I found out that I got the promotion and I'm thrilled! Just thinking about seeing old friends makes me grin from ear to ear!	excitement	synthetic_variant	Word	Scrambled Letter	1
1572	The marketing campaign is making me feel uneasy and restless.	nervousness	synthetic_variant	NA	NA	0
1573	I couldn't believe it when everything fell into place! I was completely caught off guard when someone remembered my birthday.	surprise	synthetic_variant	NA	NA	0
1574	I was trying to fix the problem but poor planning ruined everything. I'm livid. That person keeps doing talking over me and it's driving me crazy. My colleague keeps doing talking over me and it's driving me crazy.	anger	synthetic_variant	NA	NA	0
1575	I'm reaply satisfied with how I handlee maintaining financial independence. I feel accomplishrd after completing meet the deadline.	pride	synthetic_variant	Word	Adjacent Key	3
1576	really down because bad news happened. I feel really down because bad news happened. I feel really down because a disappointment happened.	sadness	synthetic_variant	Sentence	Missing Subject	0
1577	Today I made such a fool of myself when I mixed up the daates. Today I made such a fool of myself when I mixed up the dates.	embarrassment	synthetic_variant	Word	Repeating Letter	3
1578	Today I found out that I got the promotion and I'm thrilled! Just thinking about seeing old friends makes me grin from ear to ear! Because i hit my goal happened and i'm	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
1579	I feel raelly down because bad news happened. I'm heartbroken about the outcome. The stagnation has me feeling really lwo.	sadness	synthetic_variant	Word	Scrambled Letter	3
1580	I was completely caught off guarrd when someone remembered my birthday happened. I was completely caught off guard when someone remembered my birthday happened.	surprise	synthetic_variant	Word	Repeating Letter	1
1581	My plans fell through and now I'm too mortified to show my face.	embarrassment	synthetic_variant	NA	NA	0
1582	Nothing special happened today. Just my normal schedule. Nothing special happened today. Just my normal schedule.	neutral	synthetic_variant	NA	NA	0
1583	I accidentally spilled coffee in front of everyone. I wanted to disappear. Today I jade such a fool of mhself when I mixed up the dates.	embarrassment	synthetic_variant	Word	Adjacent Key	2
1584	My plans fell through happened and now I'm too mortified to show my I accidentally tripped in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
1585	I don't understand why traffic was terrible. Nothing makes sense anymore. I don't understand why the meeting got cancelled. Nothing makes sense anymore. Something strange happened with my schedule and I'm not sure what to think.	confusion	synthetic_variant	NA	NA	0
